178.571734  34.501410 0.06321  -20.00 -20.91
343.012485  -8.921363 0.06343  -20.00 -20.89
127.585717   7.738221 0.06387  -20.00 -20.61
128.168012   7.989962 0.06398  -20.00 -20.72
209.895941  35.342233 0.06409  -20.00 -20.39
168.127838  -1.049271 0.06434  -20.00 -21.00
202.776997  35.832979 0.06435  -20.00 -20.95
127.739657  53.974263 0.06446  -20.00 -20.99
207.086271  46.152767 0.06447  -20.00 -20.97
209.801485  25.068482 0.06448  -20.00 -20.90
187.364893  13.830600 0.06451  -20.00 -20.57
195.963512  12.384421 0.06461  -20.00 -21.03
 18.228940   0.681000 0.06476  -20.00 -20.51
237.653821  53.390730 0.06502  -20.00 -20.86
177.451655   2.582064 0.06538  -20.00 -20.71
247.721874  26.127059 0.06558  -20.00 -20.93
140.863023  51.349376 0.06569  -20.00 -20.96
244.044031  38.029922 0.06584  -20.00 -20.96
225.929686  20.486742 0.06590  -20.00 -20.88
130.089803  33.865754 0.06592  -20.00 -20.87
235.016720  35.730767 0.06597  -20.00 -20.94
158.758071  14.766153 0.06613  -20.00 -20.57
197.583280   4.300223 0.06663  -20.00 -20.98
131.947912  27.334621 0.06689  -20.00 -20.65
235.165985  47.592264 0.06693  -20.00 -20.65
 50.130685   0.304997 0.06694  -20.00 -20.85
165.074238   5.791779 0.06714  -20.00 -20.77
234.501852   2.198760 0.06728  -20.00 -20.54
171.644180  15.208314 0.06729  -20.00 -20.89
123.526627  40.264031 0.06730  -20.00 -20.62
222.436495   4.027255 0.06746  -20.00 -20.53
161.533305  13.219916 0.06750  -20.00 -20.97
149.025051  46.152502 0.06754  -20.00 -20.97
216.175328  18.870616 0.06770  -20.00 -20.57
240.987635  32.449714 0.06773  -20.00 -20.45
212.833915  25.576979 0.06780  -20.00 -20.96
322.694037  -7.835446 0.06784  -20.00 -20.94
229.041414  57.032531 0.06795  -20.00 -20.90
133.915283  11.556370 0.06798  -20.00 -20.96
356.081346  -9.906884 0.06798  -20.00 -20.91
119.865987  27.095955 0.06805  -20.00 -20.57
170.971543  56.236925 0.06816  -20.00 -20.61
175.646673  13.089145 0.06835  -20.00 -20.57
189.796037   9.693204 0.06839  -20.00 -20.67
180.430052  45.634458 0.06849  -20.00 -20.95
237.401097  33.702249 0.06859  -20.00 -20.86
236.173288  37.289054 0.06861  -20.00 -20.86
176.970688  11.258132 0.06879  -20.00 -20.55
144.566824  66.605762 0.06888  -20.00 -20.70
135.260144  23.223482 0.06894  -20.00 -20.53
203.797132  58.664189 0.06900  -20.00 -20.97
229.198079  -1.897370 0.06908  -20.00 -20.83
115.591438  34.463101 0.06920  -20.00 -20.49
194.978271  18.284258 0.06921  -20.00 -20.41
236.732061  34.906044 0.06922  -20.00 -20.96
173.673525  44.111749 0.06927  -20.00 -20.67
351.127409  -9.938398 0.06933  -20.00 -20.81
156.239504  28.187843 0.06953  -20.00 -20.47
186.389009  32.824362 0.06956  -20.00 -20.91
239.379870  18.616346 0.06966  -20.00 -20.89
180.760779  37.194834 0.06967  -20.00 -20.93
197.995559  19.470207 0.06971  -20.00 -20.88
 28.052862  14.457734 0.06973  -20.00 -20.95
173.829370  16.287946 0.06974  -20.00 -21.00
195.841459   3.167634 0.06996  -20.00 -20.32
204.854132  -1.692010 0.07008  -20.00 -20.95
151.893964  12.869220 0.07010  -20.00 -20.94
225.135340  22.786246 0.07010  -20.00 -20.46
185.662755  30.145583 0.07012  -20.00 -20.96
179.092182  35.010344 0.07031  -20.00 -20.70
235.656216   6.856876 0.07031  -20.00 -20.89
156.928195  29.850763 0.07049  -20.00 -20.43
116.388436  40.190110 0.07063  -20.00 -20.94
122.635895  48.949553 0.07065  -20.00 -20.59
148.567380  55.166732 0.07081  -20.00 -20.96
225.094686  21.342764 0.07087  -20.00 -20.98
168.070704  38.324508 0.07094  -20.00 -20.54
239.848013  10.104597 0.07121  -20.00 -20.72
193.270086   8.364807 0.07125  -20.00 -20.59
165.956198  54.479316 0.07130  -20.00 -20.71
189.966727  16.422241 0.07132  -20.00 -20.82
152.123868   2.121036 0.07154  -20.00 -20.91
173.556132  26.400831 0.07161  -20.00 -20.59
133.737862   4.458677 0.07165  -20.00 -20.74
179.188991  44.474755 0.07178  -20.00 -20.79
133.384255  21.092693 0.07180  -20.00 -20.73
166.956803  34.852836 0.07191  -20.00 -20.79
132.418167   5.908129 0.07205  -20.00 -20.21
163.217006  54.733699 0.07206  -20.00 -20.94
206.651454  60.313026 0.07208  -20.00 -20.92
161.285295  56.976431 0.07219  -20.00 -20.55
357.215178  -0.894032 0.07222  -20.00 -20.93
195.015144  24.291385 0.07243  -20.00 -20.91
162.555588  -0.201563 0.07252  -20.00 -20.68
223.200852  31.697506 0.07252  -20.00 -20.93
 39.950065  -9.005131 0.07258  -20.00 -20.80
 22.632684  13.148002 0.07265  -20.00 -20.70
228.141775  48.801963 0.07273  -20.00 -20.96
182.820198  30.692215 0.07274  -20.00 -20.74
129.079697   7.292460 0.07276  -20.00 -20.72
168.651844  54.759966 0.07276  -20.00 -20.95
231.235609  54.383254 0.07281  -20.00 -20.97
230.725820  21.657156 0.07283  -20.00 -20.78
173.168498  54.084436 0.07287  -20.00 -20.97
242.302594   9.374000 0.07291  -20.00 -20.95
 47.317397   0.832802 0.07305  -20.00 -20.86
197.299348  39.773614 0.07309  -20.00 -20.65
200.988279  27.342888 0.07312  -20.00 -20.37
193.142745  25.052371 0.07316  -20.00 -20.91
170.346654  56.707618 0.07337  -20.00 -20.96
204.833587  16.104910 0.07339  -20.00 -20.52
179.228446  30.702972 0.07362  -20.00 -20.88
162.121965  57.898982 0.07371  -20.00 -20.50
328.733386  -8.808448 0.07383  -20.00 -20.88
225.125208  47.629203 0.07389  -20.00 -20.92
340.252473  -9.216677 0.07399  -20.00 -20.80
166.117027  36.895488 0.07402  -20.00 -20.74
357.809963  13.827523 0.07414  -20.00 -20.31
328.505792  -8.076271 0.07415  -20.00 -20.52
119.020372  33.467790 0.07430  -20.00 -20.71
145.070542  13.239852 0.07433  -20.00 -20.96
182.757730  30.309863 0.07440  -20.00 -20.67
217.278582  45.900808 0.07445  -20.00 -20.85
214.636093  49.453991 0.07447  -20.00 -20.80
171.831199   4.199204 0.07451  -20.00 -20.70
213.821766  51.831140 0.07453  -20.00 -20.97
239.530035  28.710111 0.07453  -20.00 -20.77
167.608460  -0.278274 0.07456  -20.00 -20.66
229.790980  59.119425 0.07456  -20.00 -20.96
213.741815  53.588692 0.07461  -20.00 -20.60
239.457755  30.704395 0.07462  -20.00 -20.75
174.749289  48.984707 0.07470  -20.00 -20.62
181.281750  22.129284 0.07479  -20.00 -20.93
164.713375  -0.806826 0.07486  -20.00 -20.71
192.255523  57.346637 0.07498  -20.00 -20.61
218.528234  20.657236 0.07498  -20.00 -20.61
209.423324  54.428397 0.07500  -20.00 -20.85
190.907066  64.560134 0.07504  -20.00 -20.96
230.135309  51.034886 0.07508  -20.00 -20.95
148.632308  22.477037 0.07514  -20.00 -20.62
167.979103  39.964259 0.07529  -20.00 -20.92
123.393683  40.200414 0.07544  -20.00 -20.97
242.508391  26.422329 0.07545  -20.00 -20.74
237.019247   8.674360 0.07548  -20.00 -20.93
121.722788  17.745474 0.07551  -20.00 -20.73
174.651104  -1.620571 0.07570  -20.00 -20.85
144.439585  30.457088 0.07582  -20.00 -20.82
171.112167   8.970229 0.07583  -20.00 -20.97
187.719476  33.450171 0.07583  -20.00 -20.68
178.081861   5.381338 0.07585  -20.00 -20.57
145.115893  36.640126 0.07587  -20.00 -20.39
210.777711  26.237433 0.07587  -20.00 -20.56
227.754000   3.425592 0.07598  -20.00 -20.97
206.673023  29.136575 0.07604  -20.00 -20.93
194.611975   8.505862 0.07610  -20.00 -20.87
205.609253  26.536848 0.07619  -20.00 -20.73
238.092099  12.127344 0.07619  -20.00 -20.48
184.947379   3.125698 0.07638  -20.00 -20.99
 31.873587  -8.044842 0.07642  -20.00 -20.75
208.349285  32.881856 0.07658  -20.00 -20.62
146.235291  22.355200 0.07664  -20.00 -20.69
151.148093   8.734875 0.07668  -20.00 -20.68
124.808560  29.299770 0.07679  -20.00 -20.67
 20.466807   0.009323 0.07690  -20.00 -20.75
126.731769  28.612370 0.07696  -20.00 -20.55
133.347506   4.677315 0.07704  -20.00 -20.60
227.337257   7.639570 0.07714  -20.00 -20.97
185.869932  67.345321 0.07721  -20.00 -20.89
114.977925  45.358690 0.07725  -20.00 -20.78
323.815933  10.929010 0.07731  -20.00 -20.68
208.192916  32.344068 0.07733  -20.00 -20.72
 13.468534  -8.781935 0.07752  -20.00 -20.86
208.457096  33.485659 0.07755  -20.00 -20.67
227.947835   3.640919 0.07799  -20.00 -20.76
236.669987  14.640311 0.07803  -20.00 -20.68
189.327292   3.716961 0.07804  -20.00 -20.74
324.289796  10.602621 0.07819  -20.00 -20.91
115.079543  24.261334 0.07822  -20.00 -20.52
 12.776647  15.881337 0.07831  -20.00 -20.92
231.146530  10.015065 0.07849  -20.00 -20.82
206.992149   4.932385 0.07877  -20.00 -20.82
253.007902  23.836196 0.07878  -20.00 -20.61
237.344233  36.284331 0.07892  -20.00 -20.92
203.052404  13.398550 0.07894  -20.00 -20.91
167.586596  34.471344 0.07900  -20.00 -20.93
206.299391   3.766940 0.07902  -20.00 -20.83
 22.185778 -10.542339 0.07902  -20.00 -20.78
236.767974  -0.360188 0.07914  -20.00 -20.63
178.246321  53.421906 0.07919  -20.00 -20.94
177.291204  37.922674 0.07921  -20.00 -20.67
250.815904  26.100488 0.07932  -20.00 -20.66
173.340684  14.370552 0.07936  -20.00 -20.99
211.154916  65.564980 0.07956  -20.00 -20.58
214.053101  17.944045 0.07959  -20.00 -20.65
257.991839  64.089231 0.07963  -20.00 -20.97
179.890297  31.412214 0.07972  -20.00 -20.67
328.958283  -9.331846 0.07975  -20.00 -20.93
226.255968   5.131742 0.07984  -20.00 -20.95
178.197274   5.705884 0.07986  -20.00 -20.85
332.049041  -9.384471 0.07988  -20.00 -20.90
253.205280  28.454667 0.07991  -20.00 -20.91
228.150440   8.563660 0.08003  -20.00 -20.91
181.723342  27.209465 0.08025  -20.00 -20.96
183.388477   6.133642 0.08025  -20.00 -20.83
259.527327  66.061898 0.08032  -20.00 -20.82
188.994376   1.831389 0.08035  -20.00 -20.96
180.120360  29.153957 0.08049  -20.00 -20.93
214.494085   4.766410 0.08053  -20.00 -20.94
195.971968  17.161856 0.08054  -20.00 -20.59
186.841801  -3.451576 0.08056  -20.00 -20.95
123.763896  18.262518 0.08060  -20.00 -20.56
118.661609  37.253408 0.08064  -20.00 -20.84
176.754232  31.935511 0.08064  -20.00 -20.55
230.219330  22.728813 0.08065  -20.00 -20.96
181.944909  25.228187 0.08087  -20.00 -20.93
210.016871   5.691627 0.08093  -20.00 -20.52
235.978257   5.488552 0.08097  -20.00 -20.65
196.110013  56.313860 0.08098  -20.00 -20.78
229.394054   7.048837 0.08100  -20.00 -20.59
238.406076  42.405217 0.08103  -20.00 -20.66
233.838400  41.840574 0.08104  -20.00 -20.96
180.401263  55.341566 0.08112  -20.00 -20.93
186.975413  38.646404 0.08113  -20.00 -20.59
204.794724   9.945183 0.08113  -20.00 -20.85
  3.251760  15.894969 0.08113  -20.00 -20.78
160.157158  41.751196 0.08115  -20.00 -20.75
159.732704  39.857499 0.08118  -20.00 -20.68
193.690924  -2.054057 0.08118  -20.00 -20.93
191.320497   0.242677 0.08128  -20.00 -20.93
241.240259  37.812179 0.08134  -20.00 -20.97
257.129375  30.578599 0.08136  -20.00 -20.50
341.408970  12.627011 0.08136  -20.00 -20.53
171.777534  56.752106 0.08145  -20.00 -20.94
179.647820  29.687390 0.08146  -20.00 -20.38
193.679457  -2.147342 0.08148  -20.00 -20.92
113.976199  39.562510 0.08153  -20.00 -20.41
198.363016  23.215213 0.08156  -20.00 -20.97
125.731385   9.282595 0.08162  -20.00 -20.84
149.722561   1.213213 0.08163  -20.00 -20.93
192.096518   5.922070 0.08163  -20.00 -20.80
172.812087  16.259825 0.08166  -20.00 -20.69
208.267455   6.332517 0.08171  -20.00 -20.94
122.204387  22.116004 0.08190  -20.00 -20.88
159.845794  62.147885 0.08190  -20.00 -20.94
175.637440  17.616849 0.08193  -20.00 -20.52
226.689186  26.984945 0.08199  -20.00 -20.65
232.538717  -0.873908 0.08206  -20.00 -20.97
212.560984  40.021210 0.08211  -20.00 -20.79
139.944737   5.990743 0.08228  -20.00 -20.70
337.552667  12.325844 0.08242  -20.00 -20.97
200.388019   2.404488 0.08244  -20.00 -20.61
221.573933  34.294955 0.08253  -20.00 -20.91
201.942267   0.967832 0.08254  -20.00 -21.01
174.701383  23.476036 0.08261  -20.00 -20.95
181.851325  51.714378 0.08263  -20.00 -20.60
202.833605   4.795660 0.08265  -20.00 -21.00
230.241778  28.632145 0.08271  -20.00 -20.92
184.687913  50.611067 0.08276  -20.00 -20.54
162.951544  27.726847 0.08278  -20.00 -20.61
188.920870   6.625448 0.08284  -20.00 -20.94
187.481180  65.755520 0.08290  -20.00 -20.97
245.874194  21.721347 0.08292  -20.00 -20.81
212.606858   7.878237 0.08295  -20.00 -20.38
228.009601  27.042554 0.08300  -20.00 -20.91
228.677466  24.458890 0.08300  -20.00 -20.14
208.645568  -0.073538 0.08301  -20.00 -20.83
236.642142  29.400194 0.08302  -20.00 -20.91
171.375413  33.428382 0.08305  -20.00 -20.97
201.009172   5.987479 0.08330  -20.00 -20.82
201.449238  -0.248360 0.08332  -20.00 -20.96
195.692814  27.148395 0.08346  -20.00 -20.35
192.355805  -1.757136 0.08349  -20.00 -20.92
132.636676  22.061462 0.08374  -20.00 -20.60
196.494620  38.475719 0.08385  -20.00 -20.76
227.507276  10.100784 0.08393  -20.00 -20.94
180.535315  -3.063333 0.08400  -20.00 -20.47
195.364694  25.493896 0.08401  -20.00 -20.69
189.621695  50.216728 0.08422  -20.00 -20.97
187.272132  -2.250595 0.08428  -20.00 -20.51
206.891340   9.246530 0.08443  -20.00 -20.77
254.424557  31.639309 0.08443  -20.00 -20.93
181.293215  12.769945 0.08447  -20.00 -20.91
156.875911  43.365120 0.08449  -20.00 -20.66
218.362846  34.728338 0.08451  -20.00 -21.05
318.545596  11.281783 0.08454  -20.00 -20.86
188.698361   4.841082 0.08460  -20.00 -20.95
199.556115  14.282408 0.08466  -20.00 -20.51
122.113962  35.006067 0.08476  -20.00 -20.69
134.318199  30.693203 0.08478  -20.00 -20.70
134.540602  30.382270 0.08482  -20.00 -20.80
146.449970   9.369218 0.08483  -20.00 -20.85
198.960783  23.798942 0.08492  -20.00 -20.99
170.058082  10.781834 0.08501  -20.00 -20.94
243.695432  20.174952 0.08511  -20.00 -20.88
 16.559637   0.142159 0.08522  -20.00 -20.62
181.464060  51.466761 0.08528  -20.00 -20.97
191.068417  -1.832943 0.08537  -20.00 -20.90
167.956071  40.461240 0.08540  -20.00 -20.55
187.198950   7.397648 0.08547  -20.00 -20.36
196.664138  -1.548407 0.08559  -20.00 -20.95
158.220684  -0.743285 0.08570  -20.00 -20.81
242.664706   7.542227 0.08573  -20.00 -20.92
324.708770  -7.231590 0.08574  -20.00 -20.53
116.529272  39.581705 0.08584  -20.00 -20.62
221.135603   4.778491 0.08587  -20.00 -20.95
189.526166   8.045882 0.08589  -20.00 -20.65
124.650566   3.812615 0.08590  -20.00 -20.77
237.862680  33.272548 0.08611  -20.00 -20.94
213.397545   8.242356 0.08612  -20.00 -20.69
221.026458  46.936814 0.08620  -20.00 -20.62
125.627230   6.473357 0.08621  -20.00 -20.68
252.022814  32.910841 0.08635  -20.00 -20.91
335.859483  -9.056058 0.08635  -20.00 -20.97
190.690488   2.936093 0.08639  -20.00 -21.02
158.939466  46.102822 0.08645  -20.00 -20.67
148.584783  32.508495 0.08648  -20.00 -20.64
218.996125  21.604663 0.08657  -20.00 -20.62
216.200655  29.766739 0.08658  -20.00 -20.77
214.330274  41.247815 0.08659  -20.00 -20.77
333.809773  -9.041844 0.08659  -20.00 -20.94
203.855344  14.942638 0.08664  -20.00 -20.90
332.570726   0.462328 0.08673  -20.00 -20.75
198.704261  41.458685 0.08682  -20.00 -20.89
132.814581  36.127409 0.08686  -20.00 -20.36
124.281023   3.863006 0.08689  -20.00 -20.73
132.743336  -0.228852 0.08689  -20.00 -20.94
135.136918  19.276208 0.08691  -20.00 -20.79
166.534868  19.672882 0.08697  -20.00 -20.71
255.135514  33.170361 0.08704  -20.00 -20.66
175.209489  13.593520 0.08705  -20.00 -20.48
254.601825  25.265289 0.08715  -20.00 -20.49
 23.630813 -10.416557 0.08716  -20.00 -20.90
 32.282338 -10.125849 0.08717  -20.00 -20.64
142.142263  68.165360 0.08719  -20.00 -20.93
131.996024  40.469337 0.08722  -20.00 -20.89
225.920093   7.667955 0.08727  -20.00 -20.99
113.923826  42.321276 0.08733  -20.00 -20.94
344.034409  14.627824 0.08734  -20.00 -20.76
157.223494  11.779989 0.08745  -20.00 -20.89
160.620978  16.235799 0.08748  -20.00 -20.67
247.784692  48.634283 0.08749  -20.00 -20.48
170.109866  34.623626 0.08757  -20.00 -20.89
170.146478  38.106231 0.08760  -20.00 -20.63
133.294670  28.973896 0.08764  -20.00 -20.71
149.368770  -0.305086 0.08766  -20.00 -20.90
115.106062  24.158631 0.08767  -20.00 -20.97
141.043709  24.934119 0.08778  -20.00 -20.85
218.370538  36.916786 0.08780  -20.00 -20.86
199.840414  26.616300 0.08790  -20.00 -20.55
110.193156  41.211956 0.08796  -20.00 -20.97
241.167673  24.314886 0.08796  -20.00 -20.96
150.945622  29.234351 0.08809  -20.00 -20.67
207.252898  -2.057826 0.08809  -20.00 -20.88
213.892192  44.114517 0.08811  -20.00 -20.94
239.602744  27.229517 0.08813  -20.00 -21.01
120.964146   9.309701 0.08815  -20.00 -20.71
190.259211  -2.234316 0.08828  -20.00 -20.94
188.401876  49.039760 0.08830  -20.00 -20.80
 25.018915  13.263956 0.08834  -20.00 -20.39
207.643209  27.073964 0.08835  -20.00 -20.62
235.151165  23.059889 0.08842  -20.00 -20.89
237.042936  18.662283 0.08848  -20.00 -20.53
224.233628  34.724205 0.08849  -20.00 -20.97
218.758557   6.211694 0.08851  -20.00 -20.93
 28.063889   0.135561 0.08856  -20.00 -20.94
243.432643  52.746802 0.08861  -20.00 -20.74
202.742926  60.449099 0.08870  -20.00 -20.92
194.633937  -1.689084 0.08898  -20.00 -21.00
206.757334   0.756497 0.08907  -20.00 -20.82
241.233636  24.510555 0.08911  -20.00 -20.94
229.052162  32.650679 0.08915  -20.00 -20.39
187.367271   9.352222 0.08928  -20.00 -20.86
247.896920  41.715552 0.08936  -20.00 -20.46
128.221683  25.160665 0.08954  -20.00 -20.82
149.067823   3.594419 0.08957  -20.00 -20.83
214.618182  31.882662 0.08958  -20.00 -20.81
348.118270  15.631352 0.08967  -20.00 -20.96
336.683781   0.946393 0.08980  -20.00 -20.76
190.782625   8.545710 0.08991  -20.00 -20.44
228.265148  14.302334 0.08994  -20.00 -20.95
160.168715   9.894527 0.08998  -20.00 -20.82
229.794335  38.247168 0.09007  -20.00 -20.58
186.208409   8.433680 0.09008  -20.00 -20.73
200.451521   8.998722 0.09016  -20.00 -20.76
239.451866  26.516456 0.09017  -20.00 -20.64
229.824596   1.289223 0.09033  -20.00 -20.91
191.362133   1.002394 0.09034  -20.00 -20.55
233.656005  16.045793 0.09041  -20.00 -20.73
205.440966  17.533531 0.09046  -20.00 -20.68
158.533895  59.503637 0.09049  -20.00 -20.88
206.911010  15.523481 0.09064  -20.00 -20.67
245.520945  26.868652 0.09068  -20.00 -20.44
197.843447  -0.306676 0.09071  -20.00 -20.87
202.239213  45.531035 0.09082  -20.00 -20.61
359.944656  14.416876 0.09088  -20.00 -20.96
205.482015  44.695946 0.09093  -20.00 -20.73
158.688999  62.459102 0.09096  -20.00 -20.90
159.847418  25.060661 0.09096  -20.00 -20.98
118.409587  21.603856 0.09097  -20.00 -21.00
188.881822  50.070561 0.09100  -20.00 -20.72
325.043883  -0.804302 0.09100  -20.00 -20.56
343.832692   0.987738 0.09122  -20.00 -20.98
121.549298  20.186717 0.09135  -20.00 -20.97
168.903018   8.321998 0.09136  -20.00 -20.98
203.618838  45.365719 0.09139  -20.00 -20.38
157.044120  29.424444 0.09140  -20.00 -20.80
147.493677  -0.883133 0.09158  -20.00 -20.93
150.651418   0.847668 0.09169  -20.00 -20.90
227.187224  30.455862 0.09170  -20.00 -20.82
133.967640  43.216661 0.09172  -20.00 -20.90
227.190764   2.492679 0.09175  -20.00 -20.82
228.477924  18.805786 0.09190  -20.00 -20.98
 23.670588  -8.567293 0.09194  -20.00 -20.71
177.031119   5.373958 0.09198  -20.00 -20.73
142.204468   2.281207 0.09208  -20.00 -20.76
154.216249  62.561104 0.09221  -20.00 -20.75
187.963745  17.028925 0.09223  -20.00 -20.88
183.469880  16.847510 0.09225  -20.00 -20.81
198.825495  34.400540 0.09233  -20.00 -20.75
139.505079   8.605065 0.09238  -20.00 -20.57
134.039726  45.811860 0.09255  -20.00 -20.95
 29.043922  -9.619023 0.09271  -20.00 -20.57
142.412430  12.047787 0.09281  -20.00 -20.64
213.922258  -2.721451 0.09281  -20.00 -20.84
246.981696  22.906554 0.09283  -20.00 -20.57
